type,user-id,content,date
推,raysbuck,山本是真不軟手,10/09 09:32
推,i376ers,山本變化球丟得進去就難打了,10/09 09:32
推,pttlulu,吊不到,10/09 09:32
→,jiaxie,吊中K,10/09 09:33
推,s83106,K,10/09 09:33
推,rosydark,kkkk,10/09 09:33
推,inschool,KKKK,10/09 09:33
推,darn,kkkkkk,10/09 09:33
推,zego41,這顆好,10/09 09:33
推,daydreamer13,終於吊到,10/09 09:33
推,TiauEX,這配得好大膽,10/09 09:33
推,cklovework,很敢配,10/09 09:33
推,zxcghjko,K,10/09 09:33
推,lunarblue,phi想出來的破局方式就是這樣？,10/09 09:33
→,jiaxie,好在沒有BB,10/09 09:33
→,inschool,真敢,10/09 09:33
推,yoyonigo,山本：咦 前兩場不是都很會打 （,10/09 09:33
推,benson502,山本跟蝸牛都是自己玩型選手，要嘛K要嘛BB,10/09 09:33
推,SHOTN17,縱向滑球 WoW 你也會 = =？,10/09 09:33
推,Nongem417,k,10/09 09:33
推,a3s5d6f4,好滑呀這顆,10/09 09:33
推,takeda0727,滑球！,10/09 09:33
推,ohlong,Kkkkkkkk,10/09 09:33
推,abyss313,掉的幅度好鬼,10/09 09:33
推,kenslc199,竟然是滑球,10/09 09:33
推,dynamo,準,10/09 09:33
推,crayon1988,準,10/09 09:33
→,zego41,大谷真的跟蝸牛山本不一樣，很敢硬塞,10/09 09:34
推,avcddd,這顆大谷滑相似度95%,10/09 09:34
→,SHOTN17,跟大谷學的嗎,10/09 09:34
→,cklovework,山本 想贏的話，至少要吃7局,10/09 09:34
→,ohlong,山本狀態超好 費城掰,10/09 09:34
推,zsincerity,大旱,10/09 09:34
推,schrei,山本真的有夠強...,10/09 09:34
→,daydreamer13,緊張,10/09 09:34
推,s83106,fo,10/09 09:34
→,inschool,老師做到了,10/09 09:34
→,zego41,又漏了兩滴,10/09 09:34
→,crayon1988,他做到了！,10/09 09:34
→,cklovework,他做到了，漏了一下,10/09 09:34
推,LAriza,老師穩,10/09 09:34
推,faratia,驚悚右外野,10/09 09:34
→,jiaxie,看老師走位，真的好怕,10/09 09:34
推,HiHiCano,乾 看老師接我漏了兩滴,10/09 09:34
→,SHOTN17,打到老師那 我都會抖一下…,10/09 09:34
推,moment612,球飛去老師那邊都怕怕的,10/09 09:34
推,zxcghjko,FO,10/09 09:34
→,hydra7,今天速球是不是有點慢,10/09 09:34
→,sooder,這球算跑的很盡力,10/09 09:34
推,jason1003s,抖,10/09 09:34
→,OneSong,今天沒有散步,10/09 09:35
推,Rentch,老師NP哈哈,10/09 09:35
推,nigatsuki,老師感人,10/09 09:35
推,sadmonkey,曲球一直被抓,10/09 09:35
→,a3s5d6f4,為什麼打右外野都怕怕的呢,10/09 09:35
推,peanutman,雙手很小心XD,10/09 09:35
推,ppc,he did it!!!!!!!!!!!!!!!!!!,10/09 09:35
推,avtime,山本狀態不錯欸,10/09 09:35
推,Nongem417,怕,10/09 09:35
推,love088195,真的怕,10/09 09:35
推,visviva,幹，老師真的讓球迷超沒安定感,10/09 09:35
推,galiyo,我還有點想看他漏接 不E不會道歉,10/09 09:35
推,adad48362,老師現在皮繃緊了,10/09 09:35
→,TokyoHard,"兩球曲球都飛很遠,要小心啦",10/09 09:35
推,max5209,還好飛很慢XD,10/09 09:35
推,sweam,跑得真快,10/09 09:35
推,darn,老師的part大家都驚驚,10/09 09:35
→,avcddd,也算有道歉了,10/09 09:35
推,lunarblue,依這種不怎麼愛山本打線，山本看來只能完投完封了,10/09 09:35
推,angelmax,看到老師都怕怕的,10/09 09:35
推,gilbertmac,費城打到沒信心了嗎 讓打擊王跟銀棒捕手擺短棒干擾,10/09 09:35
→,zz8826319,道奇打線繼續睡沒關係嘿,10/09 09:35
推,LukeSkywaker,今天山本封鎖兩邊打線的氣勢濃厚,10/09 09:35
推,starry3170,山本今天7局應該沒問題,10/09 09:35
推,angel1314,飛老師那邊的球看得有點怕,10/09 09:35
推,yoyonigo,好快的半局,10/09 09:35
→,xin114242,濃濃的封鎖雙打線,10/09 09:36
推,nightcrow,能不能資產規劃一下，E一個壘包不掉分然後道歉一RBI,10/09 09:36
推,pett,山本1-8朗希9,10/09 09:36
→,lunarblue,費城苦思一天的破局之法，開局就擺短嚇嚇他,10/09 09:36
推,morgan77123,短棒真的是 示弱嗎,10/09 09:37
→,pett,老師很會道歉，e一下搞不好就hr了,10/09 09:37
→,Rentch,讓山本順順投費城不妙啊 也是只能出奇招,10/09 09:37
推,TokyoHard,"嚇人喔,還以為老師",10/09 09:37
推,starry3170,翔平今天該開轟了吧 吃好多K了,10/09 09:37
推,jiaxie,右外好抖，差點,10/09 09:38
推,crayon1988,可惜,10/09 09:38
推,zego41,對面比老師還抖XD,10/09 09:38
推,supreme0731,他是叫他碰吧 主播在說什麼 笑死,10/09 09:38
推,benboy,判斷有點抖還是接到了,10/09 09:38
推,luca714,怎麼這邊的右外野更抖,10/09 09:38
推,daydreamer13,老師上身？守得這麼抖,10/09 09:38
推,gotohikaru,是怎樣XD  KIKE神力發威了嗎,10/09 09:38
推,LAriza,差點,10/09 09:38
推,zxcghjko,一球死,10/09 09:38
推,yooyum,可惡啊,10/09 09:38
推,mashmabo,哎呀 沒漏接 真可惜,10/09 09:38
推,inschool,嚇誰,10/09 09:38
→,Rentch,費城老師,10/09 09:38
推,pirates223,一球死,10/09 09:38
推,ae2622,差點,10/09 09:38
推,Nongem417,可惜,10/09 09:38
推,a3s5d6f4,老師怎麼沒下場還在守右外野,10/09 09:38
→,yooyum,今天風大嗎？,10/09 09:38
→,pett,Casty那守備更爛,10/09 09:38
→,benboy,忙西該炸了,10/09 09:38
→,tobbaco,他合約還有多久 快受不了了,10/09 09:38
推,nightcrow,Kike 打了一個旋球是不是,10/09 09:38
→,benboy,連看兩顆好球 西德眼鏡還沒buff,10/09 09:39
推,i376ers,恨山本打線,10/09 09:39
→,yooyum,Muncy在等什麼,10/09 09:39
推,SHOTN17,不是風 應該是這時間天還沒全黑 容易吃球,10/09 09:39
→,Romulus,Kike的神秘力量差點發功,10/09 09:39
推,adad48362,曾公在聊洋基 有人要爆氣了 說節奏不喜歡,10/09 09:39
推,daydreamer13,可惜,10/09 09:39
推,zego41,找手套,10/09 09:39
→,benboy,可惜找手套 FO,10/09 09:39
推,jiaxie,可惜，找手套,10/09 09:39
推,lunarblue,經典山本打線,10/09 09:39
推,zxcghjko,找手套,10/09 09:39
→,SHOTN17,生意真好 -..-,10/09 09:39
推,yufat,哭哭,10/09 09:39
推,crayon1988,找手套,10/09 09:39
→,inschool,山本靈氣 如風,10/09 09:39
→,yooyum,很強勁欸,10/09 09:39
推,pttlulu,都打得不錯，可惜,10/09 09:39
→,hydra7,可惜,10/09 09:39
→,galiyo,都很強勁 可惜,10/09 09:39
推,moment612,好省,10/09 09:40
→,sooder,山本靈氣持續發揮,10/09 09:40
推,gilbertmac,球速慢的不會打,10/09 09:40
→,zego41,宅男躺太久該發揮了,10/09 09:40
→,crayon1988,山本靈氣 打擊-20,10/09 09:40
推,revise,山本被動 封鎖雙方打線,10/09 09:40
推,morgan77123,封鎖兩邊打線,10/09 09:40
推,Rentch,費城老師連接兩球,10/09 09:40
→,Romulus,不行啊 道奇打線完全被山本壓制,10/09 09:40
推,housny,恨山本打線,10/09 09:40
→,yooyum,他那顆曲球好容易打到左打者的感覺,10/09 09:40
→,i376ers,怕黑季後賽好慘,10/09 09:40
推,LukeSkywaker,山本封鎖兩邊打線日常,10/09 09:40
推,pett,Nola遲早爆掉,10/09 09:40
→,crayon1988,怕黑醒醒好嗎 回家了,10/09 09:40
推,roylee1214,主場王 發揮一下啊,10/09 09:40
推,yoyonigo,兩邊的任務：攻擊右外野 (,10/09 09:40
推,Nongem417,怕黑做點事吧,10/09 09:40
→,benboy,nola恢復王牌身手(X) 山本封鎖我躲打線(O),10/09 09:40
→,fairymomo,趴 沒了,10/09 09:41
推,kazu246,大狗急了,10/09 09:41
→,sadmonkey,山本要不要練二刀流，自己的分數自己打,10/09 09:41
推,daydreamer13,主場戰士加油啊,10/09 09:41
推,nigatsuki,今天不錯了 都有打出去 之前的山本靈氣都是鳥滾或被K,10/09 09:41
推,darn,沒了,10/09 09:41
→,benboy,KKKKKKKKKK,10/09 09:41
推,moment612,也太快,10/09 09:41
→,daydreamer13,就很玄,10/09 09:41
→,jiaxie,撐過第一局，穩下來了,10/09 09:41
→,crayon1988,K,10/09 09:41
→,i376ers,夠爛,10/09 09:41
推,lmf770410,持續恨山本,10/09 09:41
推,lunarblue,帕黑到底可以多差,10/09 09:41
推,jm32n,恨山本,10/09 09:41
→,hydra7,怕黑醒醒啊,10/09 09:41
推,HiHiCano,Nola化身賽揚投手  今天看牛棚決勝負了,10/09 09:41
推,daniel4653,趕快讓山本下去吧 不然打線也沒辦法發揮,10/09 09:41
推,Windk610i,怕黑爛到流湯,10/09 09:41
推,rengoku,怕黑季後賽很冷,10/09 09:42
推,zxcghjko,怕黑沒在選球的,10/09 09:42
→,jason1003s,靈氣持續壓制中,10/09 09:42
推,kauw,忙西復出後打擊很爛,10/09 09:42
→,LukeSkywaker,山本：唉……………我才剛坐下來欸,10/09 09:42
推,intercourse,Nola化身賽揚XD 山本靈氣+35,10/09 09:42
→,daydreamer13,有沒有研究能量學的研究一下山本靈壓,10/09 09:42
推,huangjyuan,對方又變賽揚了,10/09 09:42
推,david119327,Pages跟開季一樣爛 真的是首尾呼應,10/09 09:42
推,Romulus,Nola突然退化五年 你和我說不是因為靈氣？,10/09 09:42
→,i376ers,怕黑連主場靈氣都沒了,10/09 09:42
推,pttlulu,裝備畫面：山本   防禦+10   打擊-30,10/09 09:42
推,housny,防禦率6的賽揚,10/09 09:42
推,myeunji,不愧是費城教練，知道道奇對era高的打不好,10/09 09:42
→,superLM,好緊張啊 希望道奇能贏,10/09 09:42
→,Nongem417,山本先發 就沒有打線,10/09 09:42
推,RobertLucas,忙西眼鏡失效了嗎  Q_Q,10/09 09:42
→,sadmonkey,帕黑持續低迷，不知道小金能否中外,10/09 09:42
推,sasman,帕黑低潮 不過中外野現在也沒啥人可以換吧,10/09 09:42
推,pirates223,糟糕 debuff靈氣壓制,10/09 09:42
推,JustWinslow,Nola投得像塞揚…,10/09 09:42
推,coolschumi,是不是只要山本主投，對方放顆西瓜也可以化身塞揚…,10/09 09:42
→,sasman,小金中外還是抖吧,10/09 09:42
→,Romulus,盲西那球xBA.650 初速105 就找手套而已,10/09 09:42
推,jokepeace,不是日製投手都先觀望 賽揚,10/09 09:42
推,crayon1988,小金守中外 笑死 他CF超爛你敢看,10/09 09:43
推,Wells033,山本真的很強...直接封鎖雙方打線,10/09 09:43
推,starry3170,覺得忙西前陣子季賽被連續觸身三場後狀態就一直不好,10/09 09:43
→,jokepeace,推錯哭啊,10/09 09:43
推,kaede0711,山本有強制把比賽變成投手戰的能力,10/09 09:43
→,Romulus,叫彗星手中外的是不是彗星黑 = =,10/09 09:43
→,Getbackers,山本封鎖18打線的男人,10/09 09:43
→,crayon1988,怕黑至少DRS很高 小金頂多2B,10/09 09:43
→,freepure,打線整個涼....,10/09 09:43
推,daydreamer13,小金是工具人 但是外野不是他的工具範圍,10/09 09:43
推,Krishna,山本死屍打線,10/09 09:43
推,Catalyst,Nola gogo,10/09 09:44
→,sasman,就說費城派ERA高的沒差 山本會幫忙封鎖,10/09 09:44
→,sadmonkey,不然現在帕黑在打線真的是讓一棒,10/09 09:44
→,Getbackers,沒撿,10/09 09:44
→,daydreamer13,費城戰術成功 用弱投賺兩局,10/09 09:44
推,Rentch,蘇牙要上了,10/09 09:45
→,FunnyPotato,中外野要不就Kike，要不就Call吧,10/09 09:45
推,cklovework,難怪排老師打第3棒,10/09 09:45
推,dynamo,0：0，山本比數持續中,10/09 09:45
→,FunnyPotato,Dean只是防守組,10/09 09:45
推,jiaxie,漏了一滴,10/09 09:45
推,alain,熟悉的山本靈氣 是不是可以等第七局再開電視了,10/09 09:45
→,daydreamer13,山本今天控球有點謎,10/09 09:45
推,inschool,沒事,10/09 09:45
推,carlchang092,嚇死,10/09 09:45
推,henry1915,抖,10/09 09:45
→,Rentch,第一局真的有賺,10/09 09:45
推,crayon1988,漏尿,10/09 09:45
推,angel1314,抖,10/09 09:45
推,zxcghjko,嚇死,10/09 09:45
推,zego41,三顆都很遠 山本你不要肉包欸,10/09 09:45
→,jiaxie,被咬到兩隻，怕,10/09 09:45
推,cheric,漏,10/09 09:45
推,mose56789,山本今天好像有點抖欸,10/09 09:45
推,seanlatias,抖,10/09 09:45
→,sooder,今天真的抖,10/09 09:45
推,Romulus,嚇死 怎麼最後這麼懶洋洋,10/09 09:45
推,sasman,山本今天外野飛球滿多的,10/09 09:45
推,RobertLucas,真的嚇死  鏡頭一照以為出去了,10/09 09:45
→,Rentch,還以為放棄追球了,10/09 09:45
→,mose56789,這顆又紅中==,10/09 09:45
推,pca0306,山本今天狀態好像不太好,10/09 09:45
推,jason1003s,抖,10/09 09:45
推,nightcrow,漏三滴,10/09 09:45
推,disasterD,都打好遠 嚇,10/09 09:45
推,yoyonigo,出局如風,10/09 09:46
→,Romulus,又紅中 剛剛那球初速才95？打出去怎麼感覺咬中,10/09 09:46
→,inschool,省喔,10/09 09:46
→,zego41,大哥守備穩,10/09 09:46
→,jiaxie,嚇！木屐接殺,10/09 09:46
推,benson502,省,10/09 09:46
推,rota,嚇死  以為出去,10/09 09:46
→,crayon1988,大哥穩,10/09 09:46
推,SHOTN17,大哥看起來好輕鬆,10/09 09:46
推,TiauEX,守備很幫忙,10/09 09:46
→,zxcghjko,這球不好接,10/09 09:46
→,cheric,大哥守備好穩,10/09 09:46
→,daydreamer13,說狀態好好像也沒很好 說很糟又好像很穩,10/09 09:46
推,Getbackers,沒撿,10/09 09:46
→,FunnyPotato,大哥！,10/09 09:46
推,lmf770410,大哥穩,10/09 09:46
→,jiaxie,壓框不舉,10/09 09:46
推,HiHiCano,不檢,10/09 09:46
推,sy2es6409,怕黑：...,10/09 09:46
→,mose56789,哇靠 這顆沒撿,10/09 09:46
推,riripon,其實也可以木屐外野 金就能上了 但就...,10/09 09:46
推,pirates223,不舉,10/09 09:46
→,benson502,大哥接起來好像是很簡單,10/09 09:46
→,zxcghjko,不撿,10/09 09:46
推,JustWinslow,抖了一下,10/09 09:46
推,pttlulu,沒給,10/09 09:46
→,pca0306,大哥的安定感,10/09 09:46
推,i376ers,費城打者都鎖定變化球?,10/09 09:46
→,rota,沒打好  山本要小心了,10/09 09:46
推,bboykay,這球那麼漂亮沒撿,10/09 09:46
→,FunnyPotato,這球有吧,10/09 09:46
→,hydra7,沒撿？？,10/09 09:46
→,inschool,主審也不太愛 山本自求多福,10/09 09:47
→,TiauEX,猛,10/09 09:47
→,HiHiCano,大哥！,10/09 09:47
→,jiaxie,木屐帥啦！,10/09 09:47
推,kaze1225,讚讚,10/09 09:47
→,daydreamer13,木屐守護神,10/09 09:47
→,benson502,主審就偏費，山本很難投,10/09 09:47
→,mose56789,抖 但還是三上三下 笑死,10/09 09:47
→,inschool,大哥二哥讚,10/09 09:47
推,rosydark,np,10/09 09:47
推,angel1314,帥,10/09 09:47
推,a2350221,大哥！,10/09 09:47
推,kevinhong314,帥,10/09 09:47
→,crayon1988,NP,10/09 09:47
推,cklovework,自由人：...,10/09 09:47
→,zego41,大哥太帥 特納很快,10/09 09:47
推,carlchang092,36球三局，啊打線做事啊……,10/09 09:47
→,zxcghjko,三上三下,10/09 09:47
→,hydra7,大哥帥啊,10/09 09:47
→,Romulus,大哥的SS……真的好強……,10/09 09:47
→,cheric,穩上加穩,10/09 09:47
→,SHOTN17,777大哥 TT速度超快的,10/09 09:47
→,sooder,這接傳流暢,10/09 09:47
→,pttlulu,木屐讚！,10/09 09:47
推,badotise,用球數頗省,10/09 09:47
推,love088195,太帥了,10/09 09:47
→,bboykay,省！費城想讓山本完投嗎,10/09 09:47
推,jm32n,只有大哥愛山本,10/09 09:47
→,i376ers,大哥守備秀,10/09 09:47
→,crayon1988,只有大哥愛山本,10/09 09:47
→,pirates223,木屐7777,10/09 09:47
推,Jaguarsu,穩,10/09 09:47
→,galiyo,大哥真的好帥,10/09 09:47
推,RobertLucas,MVP 守備組合,10/09 09:47
→,lmf770410,大哥唯一好朋友,10/09 09:47
推,K951753,大哥什麼都會 太強了,10/09 09:47
推,a3s5d6f4,大哥真的好強好挺,10/09 09:47
推,avcddd,躲投季後賽到現在還沒被打半隻HR也是猛,10/09 09:47
推,kaede0711,木屐超強,10/09 09:47
→,nigatsuki,NPPPPPPP,10/09 09:47
推,AwokeN,大哥守備猛,10/09 09:47
推,abyss313,超強,10/09 09:47
→,benson502,大哥二哥連線,10/09 09:47
→,FunnyPotato,大哥讚,10/09 09:47
推,hipnos,木屐好守備,10/09 09:47
→,cklovework,內野真的很愛考驗自由人,10/09 09:47
推,Rentch,木屐鐵壁,10/09 09:47
推,raylock1216,大哥越守越好,10/09 09:47
推,aa6300158,運動能力,10/09 09:47
推,pett,大哥守備好強,10/09 09:47
→,pirates223,目前只有木屐愛山本,10/09 09:47
推,avtime,木屐防守好猛喔,10/09 09:47
推,sadmonkey,大哥守備範圍真大,10/09 09:47
推,starry3170,37球 3局 今天用球超省,10/09 09:47
推,Kimheeche,大哥準,10/09 09:47
推,lookers,這個年紀逆練游擊真的很驚人,10/09 09:47
推,madrichard,木屐秀,10/09 09:47
推,sweam,大哥帥慘了,10/09 09:47
推,jokepeace,7777大哥,10/09 09:47
推,cool8418,大哥太罩了,10/09 09:47
推,vicky23615,游擊有木屐好放心,10/09 09:47
→,mose56789,這局該給點支援了吧,10/09 09:47
→,SHOTN17,想到季中還有人叫大哥回外野 -..-,10/09 09:47
推,ddog1010,木屐真的有夠能守,10/09 09:47
推,emptyz89513,大哥超帥,10/09 09:48
→,disasterD,去年自由人 今年木屐 太強了,10/09 09:48
→,yoyonigo,山本：我這邊可以盡量省 學長們加油啊,10/09 09:48
→,Romulus,打線：山本有那麼好打嗎 是在哭喔,10/09 09:48
推,KWBilly,36球，看來要拼完投了,10/09 09:48
→,RobertLucas,愛山本打線： 木屐    (後面無),10/09 09:48
→,pett,木屐這游擊越守越穩,10/09 09:48
推,darn,木屐好像隻兔子超靈活的,10/09 09:48
→,rota,木屐真的讓人感覺很安心,10/09 09:48
推,intercourse,Mookie超強,10/09 09:48
推,huang151030,季中？季末都還有人在酸XD,10/09 09:48
推,l5i9hbba,厲害了 這也能打,10/09 09:48
推,s955346,山本投球就是輕輕鬆鬆舒舒服服,10/09 09:48
→,zego41,大哥的防守才華放外野可能浪費了,10/09 09:48
→,Rentch,都是Ace stuff在投然後實質CL,10/09 09:48
→,luna2000sea,賣勾卡特阿,10/09 09:48
→,i376ers,好帥 好帥 道奇大哥真哇賽,10/09 09:48
推,kiki2125,外面塞車,10/09 11:51
推,KaiHavertz,切停車場的畫面笑死,10/09 11:51
推,lnq777,早點回家,10/09 11:51
→,crazywater,比賽,10/09 11:51
→,CelestialRel,很明顯了,10/09 11:51
推,yufat,鍵總給你們當 昨天你也會覺得養雞穩了,10/09 11:51
推,gilbertmac,崔南去年最強牛 天能去年也是超級守護神 葉去年也是,10/09 11:51
→,donkilu,笑死 球迷都去開車了,10/09 11:51
推,nepenthes7,塞車XD,10/09 11:51
推,avcddd,吹男沒得吹就投的好好的,10/09 11:51
推,canno128,這老兄明明就超強 之前是在幹,10/09 11:51
推,sadmonkey,停車場畫面比較刺激,10/09 11:51
推,hillarcher,投得不錯，明天可以用,10/09 11:51
→,usoko,原本8局上天能9局上崔南就好了 硬是要讓柯蕭多投一局,10/09 11:51
→,roylee1214,帶天能是裝飾嗎，上去練練手看看狀況啊,10/09 11:51
推,Romulus,第八局不換就明顯放推了,10/09 11:51
→,gilbertmac,超強牛,10/09 11:51
推,ohlong,頭也不回的開車回家 笑死,10/09 11:51
推,zego41,我覺得今天天能應該上來看看,10/09 11:51
推,jacky77437,大家都早點回家了,10/09 11:51
推,w9070030,大谷準備收東西回家睡覺了吧,10/09 11:51
→,Rentch,重點很多天沒投了 哪個時機點派？,10/09 11:51
→,Romulus,最謎的就是天能到底來幹嘛的,10/09 11:51
→,dynamo,南哥至少沒壓力時球控的進去,10/09 11:51
→,myeunji,躲迷：回主場打這麼爛還不如不要回來,10/09 11:51
推,adad48362,今天這局啊,10/09 11:51
推,Cutejade,別侮辱躲人  養雞爛到哭好嗎 不配贏球,10/09 11:51
推,Alderamin,重點是還要塞車= =,10/09 11:51
→,i376ers,沒壓力的南哥,10/09 11:51
→,windaz,去年世界大賽隊伍洋基道奇，今年分區賽雙雙落難,10/09 11:51
推,bboykay,什麼！？八局上南哥就不會被打爆？！哪個宇宙的事,10/09 11:52
推,SHOTN17,阿災 賽後應該有記者問史考特人呢,10/09 11:52
推,ffyguyeh,感覺就跟藍鳥洋基劇本差不多3:1,10/09 11:52
→,donkilu,八局就很適合換天能啊 老柯那狀態是有什麼好凹的= =,10/09 11:52
→,dynamo,帶天能然後不帶司機，重點天能也沒機會上啊,10/09 11:52
推,sospeter,停車場怎麼剛好有鏡頭XD,10/09 11:52
→,bboykay,！？,10/09 11:52
→,Romulus,雙雙落難我還以為道奇現在0:2在淘汰邊緣咧,10/09 11:52
→,nepenthes7,八局派南哥XD 我覺得會被打爆,10/09 11:52
→,HiHiCano,昨羅波:你不可能用五個投手度過季後賽 今天:科蕭投到死,10/09 11:52
推,zxcghjko,這分差還是早早回家睡覺比較實在,10/09 11:52
推,payneblue,記者應該只會問為何讓老柯投兩局吧 沒人在乎天能,10/09 11:52
推,nigatsuki,有些人是不是誤會前兩場贏的是費城啊,10/09 11:52
→,dynamo,其實司機應該狀況還可以不知為何不帶,10/09 11:52
推,hochu711,9局輪到2次大谷打擊 我躲有贏的可能.,10/09 11:52
推,sasman,酒人雖然今天沒橫掃成功但至少沒放推吧,10/09 11:52
→,usoko,問題就在放推你為什麼還要糟蹋老柯 不讓狀況差的天能上來練,10/09 11:53
推,tobbaco,台灣走路,10/09 11:53
→,DLN2010,不過道奇今天也才拿一分，後面投再好也沒用,10/09 11:53
→,i376ers,司機還行吧 至少控球比天能好,10/09 11:53
推,orze04,你真要放推，天能帶來幹嘛的？,10/09 11:53
推,same60710,羅波去年也這樣搞 但G8的是今年當敗處被炸爛的是一代名,10/09 11:53
→,Catalyst,道奇機會來了 發球機走路人上場 不派少主嗎,10/09 11:53
→,Rentch,任何場面都不敢用，這麼久沒投G4G5敢用？,10/09 11:53
噓,JoAdell,搞到對方不用上終結者 軍神是你,10/09 11:53
推,kenploin,不上天能為啥帶他,10/09 11:53
推,wl00533180,搞到待退大哥要當敗處 給點情面好嗎,10/09 11:53
→,usoko,難道今天投個10顆球明天就不能上了是不是,10/09 11:53
→,Romulus,很謎 調度表現的是天能不能上,10/09 11:53
推,CGary,道奇三連敗機率很低 費城應該還是掙回面子而已,10/09 11:53
推,Ferrari360,洋基是已經確定淘汰 道奇也才2：1 這樣就落難？？,10/09 11:53
→,same60710,將 球迷當然更看不下去…,10/09 11:53
推,bonuit,大谷別打擊了,10/09 11:53
→,JoAdell,去年就愛搞放推,10/09 11:53
推,Getbackers,出局如風,10/09 11:53
→,wl00533180,天能是要藏到WS膩,10/09 11:53
推,bboykay,洋基昨天逆轉大家就喊著藍鳥準備下去XD,10/09 11:53
→,jiaxie,Smith 中間鳥飛OUT,10/09 11:54
推,charmingpink,天能功用是激勵自己先發吧,10/09 11:54
推,fbi258ghost,選擇不坐牢 先走了,10/09 11:54
→,nigatsuki,最好笑的是2:1老大哥少來狀態一不好就全場放推,10/09 11:54
推,zego41,雪哥明天不妙,10/09 11:54
推,Werth,天能明天再上 蘿蔔懂的,10/09 11:54
推,duke0529,影帝配的爛打的也爛，還是繼續板凳就好,10/09 11:54
推,steamedbun,也沒激勵到啊 他根本沒熱過身 不如回家睡了,10/09 11:54
→,etset,先走了啊,10/09 11:54
推,donkilu,敗處也不是像老柯那樣當發球機...,10/09 11:54
噓,HiHiCano,道奇2:1 但內容很難看 第二戰還是撿到的,10/09 11:54
→,sasman,這場跟昨天藍鳥洋基真的有點像 一開始以為要橫掃了,10/09 11:54
推,canno128,球迷：我睡覺時間更寶貴,10/09 11:54
→,roylee1214,雪哥：要上班了,10/09 11:54
→,CGary,今天都沒用我是真信了天能的功能是用來恐嚇自己先發的了XD,10/09 11:54
→,bboykay,去年放推一堆人都說不懂，想必是忘記去年道奇走到,10/09 11:54
→,bboykay,哪了,10/09 11:54
→,usoko,老柯連好球帶都塞不進去了,10/09 11:55
推,airbase,宇宙躲沒全勝奪冠就是失敗,10/09 11:55
→,jiaxie,Hernandez 選到BB,10/09 11:55
→,etset,中午買便當不用等,10/09 11:55
推,CelestialRel,雪哥依照慣例，大概5局而已，你蘿蔔終究還是得出牛,10/09 11:55
推,Romulus,今天這打線被放推好像也剛好而已,10/09 11:55
→,roylee1214,誰管去年啊誰管去年啊,10/09 11:55
推,myeunji,結果影帝一回先發蹲捕，球隊就輸了,10/09 11:55
推,TokyoHard,這樣進CS也是被酒人電過去而已,10/09 11:55
推,i376ers,Kike:我獨醒,10/09 11:55
→,HiHiCano,建議道奇這局打到7分 8:7 讓羅波後悔,10/09 11:55
→,bboykay,那怎麼不乾脆去看看釀酒人為什麼還要讓小熊一場,10/09 11:55
推,zxc7,大谷 是要留 第五戰??,10/09 11:55
→,Diaw0803,今天這樣天能都還不上 那到底哪時才要用他?,10/09 11:55
推,sxbear,道奇這牛棚 三連敗也很正常,10/09 11:55
→,wisteriachi,天能這都沒用啊,10/09 11:55
噓,warhammer11,大聯盟打假球？,10/09 11:55
推,intercourse,影帝配球真的太老派了,10/09 11:56
推,Getbackers,海,10/09 11:56
→,zego41,???,10/09 11:56
→,roylee1214,換人配球結果大爆炸,10/09 11:56
推,steamedbun,想下班了,10/09 11:56
推,Rentch,不過其實牛棚也沒看到人耶，他確定有在嗎XDD,10/09 11:56
→,i376ers,笑死 本後球迷快走光了,10/09 11:56
推,yban63,喂,10/09 11:56
推,zxcghjko,海爆,10/09 11:56
推,raylock1216,三小XD,10/09 11:56
推,biosphere,趕下班喔XDD,10/09 11:56
推,Znps,主審趕下班,10/09 11:56
→,bboykay,不管去年，那也看看大聯盟奪冠有多難吧,10/09 11:56
推,jack34031,裁判眼幹喔,10/09 11:56
推,jacky77437,主審趕下班,10/09 11:56
→,myeunji,主審眼瞎,10/09 11:56
推,kauw,蝸牛應該吃1、5兩場,10/09 11:56
推,zealotlai274,想看球迷走光，比賽逆轉,10/09 11:56
推,dynamo,帶天能不用還不如帶司機，至少用的機會不少,10/09 11:56
推,moonzone,趕下班了,10/09 11:56
推,befly10015,連勝贏球不要變陣 不要不信 影帝就後半場上就好了,10/09 11:56
→,HiHiCano,安打囉 如果現在只差兩分.......,10/09 11:56
推,Werth,天能是激勵組的啊,10/09 11:56
推,jiaxie,Muncy 右外安打！KIKE到3B,10/09 11:56
→,i376ers,天能有隨隊嗎?,10/09 11:56
→,roylee1214,就只看這場，不然都是馬後炮,10/09 11:56
→,zxcghjko,H,10/09 11:57
→,zego41,在搞喔 前面低的壓線都不撿 高的超海又撿,10/09 11:57
→,willy4907,人走茶涼 等山本大谷沒價值 蘿蔔也會像今天對書僮,10/09 11:57
推,Joby,主審：你以為前三顆都沒揮 就是壞球嗎 我可不認同,10/09 11:57
→,bboykay,每年都有季後賽的球隊，我是挺知足了,10/09 11:57
→,Getbackers,大物,10/09 11:57
→,misaka10032,差兩分應該也看不到台灣走路上場,10/09 11:57
→,roylee1214,這是職業運動，本來就可以一場一場討論,10/09 11:57
噓,leo79415,等下追平的話就可以繼續嘴蘿蔔,10/09 11:57
→,steamedbun,一直在那邊激勵 連熱身都沒有過是要激勵什麼?,10/09 11:57
→,donkilu,忙西 晚了就不要了,10/09 11:57
