type,user-id,content,date
推,pttlulu,現在放棄，比賽就結束了喔,10/09 11:57
推,papamonkey,主審：干我要下班啊,10/09 11:57
噓,sospeter,協尋金慧成,10/09 11:57
→,jiaxie,盲西前面DP太傷，守備又搞，只敲個安打無法道歉,10/09 11:57
推,ayjfi250,笑死，蘿蔔放推有差了,10/09 11:57
推,usoko,嫌影帝的話就要上Dalton了 但是他沒進名單吧,10/09 11:57
推,yufat,忙西3個漏接改變不了什麼,10/09 11:57
→,TokyoHard,"追平樓下十樓各1000p,我不信",10/09 11:57
→,roylee1214,可惜那局炸太多了,10/09 11:58
→,usoko,哦我瞎了,10/09 11:58
推,YummyPig,如果2分差，就有機會一棒逆轉了= =,10/09 11:58
推,Ferrari360,好,10/09 11:58
→,zealotlai274,哈哈,10/09 11:58
推,litpepper,好,10/09 11:58
→,leo79415,好,10/09 11:58
→,charmingpink,推,10/09 11:58
推,siamn,好,10/09 11:58
推,dawnny,如新,10/09 11:58
→,citpo,有啊  一直都在啊,10/09 11:58
→,donkilu,Dalton這不就來了,10/09 11:58
推,Franc1224,好,10/09 11:58
推,hexokinase,野手剩小金沒上了,10/09 11:58
推,myeunji,如果只差兩分也不會上走路人,10/09 11:58
推,JWalk77,Rushing不就正在打 根本沒看比賽在那那邊,10/09 11:58
推,pc152,難,10/09 11:58
推,orze04,你到G5才進NLCS，投手體力都半殘了,10/09 11:58
推,wai7498,完蛋道奇要和洋基一起去渡假嗎,10/09 11:58
推,marginalFeng,天能跟小金 要藏到總冠軍賽 不要不信,10/09 11:58
→,zealotlai274,正片開始，哈哈,10/09 11:58
→,wai7498,盲猜明天又是費城贏,10/09 11:58
→,Getbackers,M1,10/09 11:58
推,WMstudio,要兩個滿貫才會逆轉,10/09 11:58
→,jiaxie,Rushing 代打揮空吃K,10/09 11:59
→,donkilu,我猜大谷再見三振(x,10/09 11:59
推,zego41,拉辛好涼,10/09 11:59
推,jacky77437,內野超空，大家都回家了,10/09 11:59
→,jiaxie,擦棒,10/09 11:59
→,windaz,費城：隨便派個上來，你們能拿幾分？還是想逆轉？（挖鼻孔,10/09 11:59
→,roylee1214,會塞車啊,10/09 11:59
推,angel1314,這樣也打不回來沒救,10/09 11:59
→,hexokinase,8:1 也不給上,10/09 11:59
推,KobeCurry,幹嘛擔心那麼多 十億美元的陣容很穩吧,10/09 11:59
推,ming210706,海,10/09 11:59
推,HiHiCano,安打讚讚,10/09 11:59
→,zealotlai274,紅色的粥,10/09 11:59
推,yufat,笑死 在幹嘛,10/09 11:59
推,herokun,這球好準，捕手手套幾乎沒動,10/09 11:59
→,jiaxie,Edman 穿...越安打，KIKE得分。笑死上來終結比賽了,10/09 11:59
推,SHOTN17,Edman !,10/09 11:59
推,riripon,主審好球帶寬寬囉,10/09 11:59
推,crayon1988,施捨一分嗎,10/09 11:59
推,a7788783,球有長眼睛,10/09 11:59
推,zxcghjko,發呆喔,10/09 12:00
推,etset,再見三振了嗎,10/09 12:00
推,leo79415,涼平來個再見三振,10/09 12:00
推,usoko,竟然還能得分,10/09 12:00
推,kiv9137,臺灣走路人 掉分了QQ,10/09 12:00
推,pttlulu,重砲預備,10/09 12:00
→,HiHiCano,費城教練會抖喔,10/09 12:00
→,angel1314,有分了分差好看一點,10/09 12:00
推,jansin7456,躺平仔要上了,10/09 12:00
→,Getbackers,大谷5-0,10/09 12:00
推,pca0306,繼續涼,10/09 12:00
推,Joeng,要結束在涼平身上了嗎,10/09 12:00
→,donkilu,果然還是要看大谷,10/09 12:00
推,FukatsuEri,涼平上來結束比賽了,10/09 12:00
推,zzooazsx,這棒不用躲吧,10/09 12:00
推,Znps,涼平來終結比賽,10/09 12:00
推,akujiki,輪到笑死？,10/09 12:00
推,yban63,哇，還能看到大谷，意想不到,10/09 12:00
推,aray0625,該不會來一支,10/09 12:00
推,moonzone,該不會還能看到大谷上來再打一次吧？,10/09 12:00
→,zego41,要來對付大谷了,10/09 12:00
→,roylee1214,大谷來發暫時無關緊要的全壘打吧,10/09 12:00
推,badotise,大谷來一發重振士氣啊,10/09 12:00
→,jiaxie,換投？不用這麼誇張吧,10/09 12:00
推,lampar5566,不怕 還有6分 隨便丟,10/09 12:00
推,GniKcol,？？？？,10/09 12:00
→,pttlulu,領先這麼多，有要IBB嗎,10/09 12:00
→,jacky77437,涼平上來結束比賽吧,10/09 12:00
推,NowQmmmmmmmm,沒有第八局那樣搞現在就刺激了,10/09 12:00
推,lafeelbarth,還能在笑死結束欸,10/09 12:00
→,akujiki,怕什麼啦費城教頭,10/09 12:00
→,donkilu,再見三振 再見三振,10/09 12:00
→,usoko,大谷上來炸裂也不夠啦,10/09 12:00
推,littlebug421,能追平新北發50份雞排 我不信,10/09 12:00
推,JWalk77,還要換？？大谷那麼爛,10/09 12:00
推,LukeSkywaker,還要換投喔，大谷涼成這樣欸,10/09 12:00
→,citpo,直接換左投,10/09 12:00
噓,steamedbun,這樣就換投 反觀 放推的,10/09 12:00
推,pollux945,涼平別涼啊,10/09 12:00
→,SHOTN17,笑死 費城還燒一個左牛 賺爛了,10/09 12:00
→,angel1314,怕屁啦!大谷很涼,10/09 12:00
→,etset,終結者大谷,10/09 12:00
推,Rentch,6分是要換什麼XD,10/09 12:00
→,zealotlai274,棒球比賽的魅力就是什麼都有可能發生,10/09 12:00
推,same60710,蛤還有別的左投喔?,10/09 12:00
推,Ferrari360,大谷該尻尻了啦,10/09 12:00
→,roylee1214,真的反觀放推的,10/09 12:00
→,leo79415,涼平至少能還多耗掉一個投手,10/09 12:00
→,yufat,2出局隨便送分都沒差啦,10/09 12:00
→,akujiki,怕成這樣,10/09 12:00
推,taiwan08,5-0還要換==,10/09 12:00
推,Axarz631,會怕XD,10/09 12:00
→,zego41,怕你開炸氣勢上來,10/09 12:00
→,pca0306,這樣也要換?,10/09 12:00
推,zxc7,嚇死 怕個高中生 今天 真的跟高中生一樣,10/09 12:00
推,orze04,再涼就讓出DH吧，專心投球,10/09 12:00
推,sadmonkey,大谷來一支氣勢就起來了,10/09 12:00
→,yban63,想看炸裂，提升一下下場士氣吧,10/09 12:00
→,Joeng,總教練都自己放棄了 還在妄想追平,10/09 12:01
推,mattgene,有這麼怕嗎,10/09 12:01
→,galleon2000,涼平繼續涼啦,10/09 12:01
推,Sunpayus,太穩了吧,10/09 12:01
→,HiHiCano,大谷幹出去 8:7輸球讓羅波懺悔吧,10/09 12:01
→,LukeSkywaker,左投套餐吃到飽太狠了,10/09 12:01
推,YummyPig,??????換啥==又不是剩1分差,10/09 12:01
→,zxc7,笑死啦 幹,10/09 12:01
推,tobbaco,台灣走路好爛== 太久沒投球了嗎,10/09 12:01
→,jiaxie,法官九下2OUT敲安。笑死九下2OUT會？？,10/09 12:01
→,donkilu,這有什麼好換的zzz,10/09 12:01
推,bingxyz,差這麼多分也在怕,10/09 12:01
推,payneblue,差六分 兩出局 那麼看得起道奇,10/09 12:01
→,lafeelbarth,給你手感打起來還得了,10/09 12:01
→,steamedbun,大谷尻一發讓蘿蔔後悔,10/09 12:01
推,duece0927,怕,10/09 12:01
推,aa6300158,後面進到中心打線，會怕齁,10/09 12:01
推,duke0529,大谷大概蝦揮2球就下去了，還特地換投笑死,10/09 12:01
推,rockroddick,拖台錢,10/09 12:01
推,desti23,笑死 炸裂也還贏3分 都9局了怕什麼,10/09 12:01
→,usoko,才掉1分就換 是不是瞧不起道奇今天的躺平打線,10/09 12:01
→,Rentch,3分出去也沒差 拖台錢XD,10/09 12:01
推,Romulus,買個便當回來居然還沒gg,10/09 12:01
推,Yjizz,6分差 費城有夠謹慎,10/09 12:01
→,HiHiCano,人家六分謹慎換投  羅波2分放推,10/09 12:01
推,Aldousphyx,Q傳炸彈,10/09 12:01
推,papamonkey,無關勝負的全壘打大谷最會了,10/09 12:01
推,allenhome23,涼平繼續躺,10/09 12:01
→,moonzone,4-0 也要換左投？,10/09 12:01
推,pett,大谷這時尻一隻不就打臉蘿蔔了,10/09 12:01
推,housny,便祕打線第9局才得分 蘿蔔瓜都早放棄了,10/09 12:01
推,jkwhich,換人反而容易被炸吧www,10/09 12:01
→,roylee1214,費城人：讓大家有時間去開車,10/09 12:01
→,etset,一等二揮三回家,10/09 12:01
推,nepenthes7,不想讓大谷找到打擊的港絕 囧,10/09 12:01
推,meyu1166,又換左投 這麼狠哦qq,10/09 12:01
推,w9070030,涼平 想下班了 怕屁,10/09 12:01
推,ae2622,真謹慎 反觀蘿蔔,10/09 12:01
→,akujiki,大谷幹出去也不會7:8啊,10/09 12:01
→,yufat,費城幹嘛換 跟躲人賭啊,10/09 12:01
→,pett,蘿蔔真的是出了名愛放棄比賽的教練,10/09 12:01
→,usoko,逆轉讓道奇少賺一場你賠得起嗎,10/09 12:01
→,angel1314,刷全壘打也不會逆轉有啥好怕,10/09 12:01
→,donkilu,谷三揮 穩的啦,10/09 12:01
推,pirates223,敢不敢來個無關緊要的一轟,10/09 12:01
→,steamedbun,6分換投 2分放推 是我蘿蔔,10/09 12:02
→,orze04,換啥，分數差那麼多直接敬遠就好了吧,10/09 12:02
→,s860703,趕快結束吧 還演劇場喔…,10/09 12:02
推,checkmate,費城天能,10/09 12:02
推,jshuang,天能終於上了,10/09 12:02
推,hexokinase,好狠,10/09 12:02
推,poleslzc,到現在沒看到金 應該只剩下代跑的功能了,10/09 12:02
→,citpo,台灣走路也蠻衰的  球沒打很強,10/09 12:02
→,zealotlai274,就差一個出局數，想看史詩逆轉,10/09 12:02
→,nepenthes7,我猜就是K啦  最近超爛XD,10/09 12:02
推,kotorichan,MVP來了,10/09 12:02
→,yban63,季後賽9下2出局后，紀錄最多不知道追幾分,10/09 12:02
推,tacogary,費城人打定主意要讓大谷左投套餐吃到飽。,10/09 12:02
推,myeunji,明天又是大谷最苦手的山契斯,10/09 12:02
推,intercourse,費城天能XD,10/09 12:02
推,justinxue,笑死 左投,10/09 12:02
→,yufat,我投笑死被K一票,10/09 12:02
推,apollo62,還有機會集K換全壘打。,10/09 12:02
→,roylee1214,真的怕還不如直接IBB就好,10/09 12:02
推,a7788783,對笑死那麼尊重還特地換投,10/09 12:02
推,leo79415,異色天能幫一下,10/09 12:02
推,sakurarein,我猜一球死,10/09 12:02
推,jacky77437,費城天能,10/09 12:02
→,akujiki,笑死只是個平凡無奇的投手，今天那麼鳥怕什麼,10/09 12:02
推,safyrose,不是怕分數 用左投是防他醒  哪像放著讓碗伯醒,10/09 12:02
推,TWKaner,別瞎揮了,10/09 12:02
→,jason1003s,他們是要打擊大谷的信心,10/09 12:02
→,intercourse,乾真的是天能XD,10/09 12:02
推,YiChongJiang,天能銀行,10/09 12:02
→,zego41,大谷該做事了,10/09 12:02
推,asws0808,三振集滿可以換全壘打嗎,10/09 12:02
推,laba1133,拜託我想看追平,10/09 12:03
→,donkilu,天能!!!!!!!,10/09 12:03
推,JoyceCr0z,這個天能不知道有沒有機會,10/09 12:03
推,jiaxie,笑死 一球鳥飛OUT，GG,10/09 12:03
→,hexokinase,超爛,10/09 12:03
推,centtong,一棒結束,10/09 12:03
→,Ryoutsu,公務員今天還沒打卡,10/09 12:03
→,yufat,哈哈哈哈哈哈哈哈,10/09 12:03
推,sadmonkey,一球死,10/09 12:03
→,kotorichan,笑鼠,10/09 12:03
→,angel1314,涼,10/09 12:03
→,galleon2000,涼透了,10/09 12:03
推,reader2714,涼,10/09 12:03
→,citpo,不麻煩  一求死,10/09 12:03
→,HiSop,沒了啦 笑死,10/09 12:03
推,oas,一球死!!!!!!,10/09 12:03
推,badotise,一球死哀,10/09 12:03
→,sakurarein,啊哈 猜中了,10/09 12:03
推,priest628,一球死,10/09 12:03
→,a7788783,一球死,10/09 12:03
推,lafeelbarth,毫不囉嗦,10/09 12:03
→,roylee1214,....一球死,10/09 12:03
推,Myramous,哈哈哈,10/09 12:03
噓,HiHiCano,涼平 羅波賭對了 2:3 還不如放推 棒棒,10/09 12:03
推,henry1915,趕下班,10/09 12:03
推,Sunpayus,浪費大家時間,10/09 12:03
推,Joeng,超廢,10/09 12:03
推,kauw,唰無用全壘打的時間,10/09 12:03
推,BlakeCLT,爛死,10/09 12:03
→,zego41,亂撈,10/09 12:03
推,crayon1988,笑死,10/09 12:03
→,yban63,爛爆，笑死,10/09 12:03
推,zxcghjko,一球死,10/09 12:03
推,linlousu,大谷真的太涼,10/09 12:03
推,bluewolfzeus,1球死真鳥,10/09 12:03
→,pirates223,笑死一球死,10/09 12:03
推,Znps,忙半天,10/09 12:03
推,Joby,天能上了 但是顏色不對,10/09 12:03
→,donkilu,爛死了XDDDDDDDDDDDD,10/09 12:03
推,love088195,爛死,10/09 12:03
推,chargebro,笑死，最後一個出局,10/09 12:03
推,fatdoghusky,涼平 又是你 你最爛,10/09 12:03
→,myeunji,大谷上來就是自動算出局數了,10/09 12:03
推,raylock1216,笑死,10/09 12:03
→,jason1003s,真的爛,10/09 12:03
推,rengoku,超爛,10/09 12:03
推,wind164,笑死一球死,10/09 12:03
→,yufat,你最爛,10/09 12:03
推,pca0306,到底換幹嘛,10/09 12:03
推,riripon,一球笑死,10/09 12:03
→,JoyceCr0z,軟到炸,10/09 12:03
推,NowQmmmmmmmm,嗯就是你,10/09 12:03
推,realmd,這系列真的超涼,10/09 12:03
噓,Romulus,0分飛球,10/09 12:03
推,gotohikaru,躺平,10/09 12:03
推,LukeSkywaker,一球爛死,10/09 12:03
推,samedi,笑死,10/09 12:03
推,remsuki,戰犯,10/09 12:03
→,nepenthes7,真的超爛XD 連異色天能都打不爆,10/09 12:03
→,kilakit,一直一球死 爛死,10/09 12:03
推,HDcubed,笑死,10/09 12:03
推,Dejan,懶洋洋的飛球～,10/09 12:03
→,zealotlai274,恭喜各位，明天費城贏，這系列看到第五場,10/09 12:03
推,YummyPig,1求死==,10/09 12:03
→,AI3KB24,好爛  沒期待感了,10/09 12:03
→,leo79415,消耗球數都辦不到...,10/09 12:03
推,FukatsuEri,一球死 正常發揮,10/09 12:03
推,aa6300158,經典ㄧ球死,10/09 12:03
推,a2350221,爛死,10/09 12:03
推,w9070030,趕回家抱小孩,10/09 12:03
推,grade1kimo,笑死,10/09 12:03
噓,joanna1212,對啦 趕緊下班才不會那麼難看,10/09 12:03
→,angel1314,趕快回家睡,10/09 12:03
推,NUMB43,就是你 你最爛,10/09 12:03
→,akujiki,鳥到不行,10/09 12:03
推,ae2622,涼平QQ,10/09 12:03
推,Yjizz,0-5...,10/09 12:03
推,proprome,今日戰犯,10/09 12:03
推,usoko,笑死,10/09 12:03
推,a7696405,不如給金上來代打,10/09 12:03
推,luke417,蝦揮王,10/09 12:03
→,roylee1214,天能上了 大谷想回家了,10/09 12:03
推,misaka10032,笑死 換左投就是這麼有用 難怪會換,10/09 12:03
推,darn,果然一球死,10/09 12:03
推,kenslc199,笑死 自殺棒涼平,10/09 12:03
推,nightcrow,軟手谷,10/09 12:03
→,donkilu,大谷真的超爛耶,10/09 12:03
→,jansin7456,又是你，你最_,10/09 12:03
→,intercourse,天能銀行 給你滿滿的天能都不把握,10/09 12:03
推,mayday8888,一球躺平,10/09 12:03
→,LukeSkywaker,爛透了爛透了爛透了爛透了爛透了,10/09 12:03
推,pett,蘿蔔：好險,10/09 12:03
→,Diaw0803,真的完全軟手 幸好大谷會投球 不然會被嘲諷死,10/09 12:03
推,selamour,大谷是故意想下班吧,10/09 12:03
→,zoesshop0121,想趕快回家啦,10/09 12:03
推,van2037,真的笑死,10/09 12:03
推,soporificool,好爛欸,10/09 12:03
推,sxdcome,爛透==,10/09 12:04
推,kiv9137,鳥飛 0-5,10/09 12:04
推,kkk890210,到底是啥小一直一球死,10/09 12:04
→,linlousu,氣勢轉到費城人了,10/09 12:04
→,apollo62,大谷：我要回家睡覺了。,10/09 12:04
→,Rwhy,大谷這個打擊狀況 好絕望,10/09 12:04
→,luke417,今日最大戰犯,10/09 12:04
→,Brucetk,輸爛 道奇運氣用完了嗎,10/09 12:04
推,rasket,水啦！,10/09 12:04
推,RoastCorn,柯蕭季後賽ERA大爆漲QQ,10/09 12:04
推,rota,你還是放棄二刀吧，超爛,10/09 12:04
推,visviva,大雷包欸..,10/09 12:04
→,kauw,蘿蔔：大谷這摸爛放推有什麼不對？,10/09 12:04
推,avcddd,垃圾時間也刷不到 季後烙賽谷,10/09 12:04
→,usoko,大谷是想要突顯費城換投有多蠢對吧 我懂啦,10/09 12:04
→,sally09287,太涼….,10/09 12:04
推,strike1025,給費城打到手軟 用心良苦,10/09 12:04
→,LukeSkywaker,大谷想回家抱小孩了,10/09 12:04
→,kotorichan,洗碗伯 今天MVP,10/09 12:04
推,bonuit,大谷就好好投球,10/09 12:04
推,memichael,明天預告Glasnow爆,10/09 12:04
→,donkilu,學長只想下班吧 爛透了,10/09 12:04
推,YDSK,今天完全自殺棒，系列賽目前涼爆,10/09 12:04
→,kauw,讓二追三好戲,10/09 12:04
→,NowQmmmmmmmm,不錯啦讓大家有球看,10/09 12:04
推,SHOTN17,左牛打完 明天費城王牌374 伸卡+變速  太狠了,10/09 12:04
→,roylee1214,明天有點危 不要啊,10/09 12:04
推,jay60307,明天繼續比賽嗎？,10/09 12:04
推,bingreen,怕現場太累，讓大家回家,10/09 12:04
→,Diaw0803,大谷怎連選球都不選,10/09 12:04
→,pett,柯蕭可憐 被蘿蔔搞一個ERA腫脹了,10/09 12:05
→,windaz,搞不好三連勝，把死屍打線跟火牛棚踢下去,10/09 12:05
推,myeunji,明天打完，打擊率可能就沒一成了,10/09 12:05
推,cloud1030,上一場勝利打點就大谷打的 講成這樣,10/09 12:05
推,preattyall,明天換誰投？,10/09 12:05
→,Catalyst,前兩場不要低能調度+鐵頭就好了 希望費城手感打開 明天,10/09 12:05
→,apollo62,大谷：你們看長遠一點，明天見。,10/09 12:05
推,Sho17,5-0我上去也差不多,10/09 12:05
推,bowlling,第8局還是關鍵，沒那5分還有得看,10/09 12:05
推,wai7498,道奇明天輸的機會也大,10/09 12:05
→,Brucetk,費城真的不差,10/09 12:05
→,Diaw0803,就說幹嘛換投 浪費一個牛 結果都依樣,10/09 12:05
推,sunwit,大谷季後賽越打越爛,10/09 12:05
推,ScotchWhisky,傷害打線 去溫板凳吧,10/09 12:05
→,Catalyst,打爆雪哥 謝謝今天Nola扛住開賽兩局,10/09 12:05
推,randy2903,第5戰見,10/09 12:05
推,CGary,涼平真的有夠涼,10/09 12:05
推,mikilin23,明天大谷準備雙響砲..早就在藏了..別不信,10/09 12:06
推,realmd,讓2追3 不要不信,10/09 12:06
推,orze04,二刀還是例行賽就好了,10/09 12:06
推,myeunji,山起司投，雙響？有夢最美,10/09 12:06
推,hexokinase,讓2追3,10/09 12:06
→,steamedbun,洋基:你們昨天也說讓二追三 嗚,10/09 12:06
→,mikilin23,讓主場球迷能多看一場..,10/09 12:07
推,Rentch,本日最慘 老柯 每次都很怕他爆 但真的看到了還是辛酸,10/09 12:07
→,franchy,就說不要投了吧 專心打擊吧,10/09 12:07
→,myeunji,道奇最穩的先發爆了，就會開始連環爆,10/09 12:07
推,preattyall,上一場沒大谷那分打點，就二連敗了,10/09 12:08
→,yban63,忽然懂了，蘿蔔兩個字有什麼!慶雙十十，為了台灣球迷國慶,10/09 12:08
→,yban63,有道奇可看，真貼心,10/09 12:09
推,aa97531aa,到期輸了沒啊,10/09 12:09
推,housny,山本今天如果只掉1分還是會輸,10/09 12:11
噓,JoAdell,哪有一樣 讓對面省終結者啊 蘿蔔去年就放推讓洋基打線醒,10/09 12:12
→,JoAdell,來 還好有扣哥跟法官,10/09 12:12
推,kenkenken31,費城加油!,10/09 12:13
→,gucciin5566,山本真的好悲情,10/09 12:15
推,hstf,送,10/09 12:19
推,superamd,大谷跟蝸牛真的強 翔平就算了,10/09 12:20
噓,coletrain,5-0 的MVP還蠻猛的 這麼穩定的廢不簡單,10/09 12:38
→,snngy,翔平進入小週期循環的低谷...先過費城人才會開始上升吧,10/09 12:40
→,Brucetk,費城人摸透山本的球路了,10/09 12:41
噓,warhammer11,我只想跟王建民道歉,10/09 12:59
推,wallaceboy,明天就打包了,10/09 13:23
→,wallaceboy,費城掰,10/09 13:24
→,jack86326,愛爾達 陳裕偉 曾文誠 https://youtu.be/AL1v2VNytsU,10/09 13:36
→,jack86326,https://youtu.be/2OqS2sB4ktQ,10/09 13:36
→,jack86326,緯來 張立群 鄭又嘉 https://youtu.be/ltvjQEFwUzA,10/09 13:37
→,jack86326,立群比麥可還興奮 https://youtu.be/JshWHeVenyI,10/09 13:38
→,jack86326,https://www.youtube.com/live/D7d0ryvOQXE&t=290,10/09 13:40
→,jack86326,https://youtu.be/D7d0ryvOQXE&t=290,10/09 13:41
